age,job,marital,education,default,balance,housing,loan,duration,previous,poutcome,Y,y
26,technician,married,secondary,no,-293,yes,yes,64,0,unknown,no,0
58,blue-collar,married,secondary,no,0,no,no,267,0,unknown,no,0
48,admin.,married,secondary,no,1099,no,yes,340,0,unknown,no,0
59,housemaid,married,primary,no,500,no,no,94,0,unknown,no,0
50,entrepreneur,single,primary,no,1659,no,no,221,0,unknown,no,0
55,admin.,single,secondary,no,533,no,no,40,0,unknown,no,0
53,retired,married,secondary,no,1554,no,no,138,0,unknown,no,0
38,admin.,single,secondary,no,3239,no,no,817,0,unknown,yes,1
59,blue-collar,married,primary,no,8562,no,no,86,0,unknown,no,0
38,admin.,married,secondary,no,884,yes,no,57,0,unknown,no,0
39,blue-collar,single,primary,no,323,yes,no,138,0,unknown,no,0
38,blue-collar,single,secondary,no,68,no,no,90,0,unknown,no,0
49,admin.,married,secondary,no,1677,no,no,19,0,unknown,no,0
41,management,married,tertiary,no,140,yes,no,65,0,unknown,no,0
41,management,married,tertiary,no,1304,yes,no,93,0,unknown,no,0
26,blue-collar,married,secondary,no,986,yes,no,209,0,unknown,no,0
52,self-employed,single,tertiary,no,1623,yes,no,21,0,unknown,no,0
44,technician,married,secondary,no,363,no,yes,650,0,unknown,no,0
47,blue-collar,married,unknown,no,3460,yes,no,394,0,unknown,no,0
40,blue-collar,married,primary,no,12,yes,no,54,0,unknown,no,0
58,technician,married,primary,yes,-247,no,no,179,0,unknown,no,0
48,entrepreneur,single,tertiary,no,2313,no,no,130,0,unknown,no,0
41,blue-collar,single,secondary,no,656,no,no,178,0,unknown,no,0
32,services,married,secondary,no,21,no,no,144,0,unknown,no,0
51,management,married,tertiary,no,12,no,no,90,0,unknown,no,0
56,services,married,primary,no,444,yes,no,432,0,unknown,no,0
52,housemaid,married,primary,no,1837,no,no,118,0,unknown,no,0
30,blue-collar,divorced,primary,no,1,yes,no,63,0,unknown,no,0
37,blue-collar,married,primary,no,27,no,no,80,0,unknown,no,0
44,management,divorced,tertiary,no,0,no,no,373,0,unknown,no,0
44,admin.,married,secondary,no,248,no,no,18,0,unknown,no,0
54,management,married,tertiary,no,884,yes,no,91,0,unknown,no,0
35,management,single,secondary,no,0,no,no,19,0,unknown,no,0
38,management,married,secondary,no,794,yes,no,50,0,unknown,no,0
48,blue-collar,married,primary,no,72,yes,no,114,0,unknown,no,0
48,blue-collar,divorced,primary,no,0,no,no,248,0,unknown,no,0
41,blue-collar,married,secondary,no,901,yes,no,80,0,unknown,no,0
29,technician,single,secondary,no,778,yes,no,1994,0,unknown,no,0
58,entrepreneur,married,primary,no,1657,no,no,172,0,unknown,no,0
41,blue-collar,divorced,secondary,no,1491,yes,no,100,0,unknown,no,0
60,technician,married,tertiary,no,0,no,no,320,0,unknown,no,0
47,admin.,married,secondary,no,1060,yes,no,83,0,unknown,no,0
58,management,divorced,tertiary,no,1266,no,yes,164,0,unknown,no,0
41,entrepreneur,married,primary,no,406,no,no,272,0,unknown,no,0
46,technician,married,tertiary,no,0,no,no,159,0,unknown,no,0
37,self-employed,single,tertiary,no,1004,yes,no,377,0,unknown,no,0
59,housemaid,divorced,secondary,no,45141,no,no,42,0,unknown,no,0
53,blue-collar,married,secondary,no,66,no,no,360,0,unknown,no,0
32,self-employed,married,tertiary,no,189,yes,no,106,0,unknown,no,0
59,housemaid,divorced,primary,no,3180,no,no,28,0,unknown,no,0
40,management,married,tertiary,no,406,no,no,262,0,unknown,no,0
40,admin.,married,secondary,no,334,yes,no,84,0,unknown,no,0
59,admin.,married,secondary,no,1001,no,no,175,0,unknown,no,0
54,self-employed,divorced,primary,no,351,yes,no,642,0,unknown,yes,1
50,services,single,secondary,no,1205,yes,no,82,0,unknown,no,0
49,management,single,tertiary,no,53,no,no,133,0,unknown,no,0
52,self-employed,married,tertiary,no,1088,yes,no,217,0,unknown,no,0
50,technician,married,secondary,no,8001,no,no,52,0,unknown,no,0
51,self-employed,married,primary,no,8313,no,no,185,0,unknown,no,0
36,services,divorced,secondary,no,1594,no,no,250,0,unknown,no,0
48,management,married,tertiary,no,0,yes,no,300,0,unknown,no,0
41,management,single,tertiary,no,195,no,no,341,0,unknown,no,0
32,services,married,secondary,no,4789,yes,yes,407,0,unknown,no,0
49,housemaid,divorced,secondary,no,630,no,no,415,0,unknown,no,0
45,self-employed,married,tertiary,no,510,no,no,639,0,unknown,no,0
57,entrepreneur,married,tertiary,no,958,no,no,250,0,unknown,no,0
37,management,married,tertiary,no,1698,yes,no,95,0,unknown,no,0
38,self-employed,divorced,secondary,no,0,no,no,261,0,unknown,no,0
45,self-employed,married,secondary,no,-30,yes,yes,165,0,unknown,no,0
59,retired,divorced,primary,no,40,no,no,108,0,unknown,no,0
51,housemaid,married,primary,no,1275,no,no,92,0,unknown,no,0
32,entrepreneur,married,secondary,no,1328,yes,no,80,0,unknown,no,0
45,admin.,divorced,secondary,no,246,no,no,119,0,unknown,no,0
37,self-employed,divorced,secondary,no,231,no,no,250,0,unknown,no,0
43,management,divorced,secondary,no,311,no,no,92,0,unknown,no,0
53,retired,divorced,secondary,yes,-200,no,yes,161,0,unknown,no,0
48,blue-collar,single,primary,no,10442,no,no,63,0,unknown,no,0
45,admin.,divorced,primary,no,1807,yes,no,118,0,unknown,no,0
45,technician,married,secondary,no,4639,no,no,82,0,unknown,no,0
33,management,married,tertiary,no,806,yes,no,124,0,unknown,no,0
56,unemployed,married,secondary,no,660,yes,no,72,0,unknown,no,0
49,admin.,single,secondary,no,4509,no,no,42,0,unknown,no,0
44,services,married,secondary,no,-63,no,no,392,0,unknown,no,0
36,blue-collar,married,primary,no,0,yes,no,246,0,unknown,no,0
27,technician,single,tertiary,no,535,yes,no,446,0,unknown,no,0
60,management,married,primary,no,295,no,no,126,0,unknown,no,0
40,admin.,married,secondary,no,3234,no,no,82,0,unknown,no,0
55,blue-collar,married,unknown,no,7561,no,no,685,0,unknown,yes,1
28,blue-collar,married,secondary,no,822,yes,no,209,0,unknown,no,0
35,blue-collar,single,primary,no,3798,no,no,19,0,unknown,no,0
41,technician,married,secondary,no,1297,no,no,82,0,unknown,no,0
54,admin.,divorced,primary,no,0,no,no,127,0,unknown,no,0
47,retired,married,secondary,no,2383,no,no,529,0,unknown,no,0
44,blue-collar,married,primary,no,2135,no,no,61,0,unknown,no,0
58,housemaid,married,tertiary,no,1280,no,yes,112,0,unknown,no,0
35,technician,married,tertiary,no,2518,no,no,400,0,unknown,no,0
35,management,married,tertiary,no,2308,no,yes,540,0,unknown,no,0
58,management,divorced,tertiary,no,5,yes,no,412,0,unknown,no,0
51,services,married,secondary,no,-467,no,no,216,0,unknown,no,0
41,housemaid,married,primary,no,884,no,no,322,0,unknown,no,0
47,management,married,unknown,no,1046,no,no,83,0,unknown,no,0
38,blue-collar,married,secondary,no,0,yes,no,254,0,unknown,no,0
53,technician,divorced,secondary,yes,-896,no,yes,452,0,unknown,no,0
42,self-employed,married,secondary,no,13242,no,no,149,0,unknown,no,0
49,services,married,secondary,no,3169,no,no,626,0,unknown,no,0
31,management,single,tertiary,no,499,yes,no,122,0,unknown,no,0
47,technician,married,tertiary,no,4568,no,no,100,0,unknown,no,0
50,technician,married,tertiary,no,3117,no,no,174,0,unknown,no,0
36,technician,married,secondary,no,26,no,no,73,0,unknown,no,0
48,services,married,secondary,no,533,no,no,63,0,unknown,no,0
59,blue-collar,divorced,primary,no,1320,no,no,522,0,unknown,no,0
45,services,married,secondary,no,-1036,yes,no,65,0,unknown,no,0
36,entrepreneur,married,unknown,no,60,no,no,557,0,unknown,no,0
36,blue-collar,single,unknown,no,2054,no,no,378,0,unknown,no,0
55,management,married,primary,no,229,no,yes,175,0,unknown,no,0
47,blue-collar,married,secondary,no,-423,no,no,127,0,unknown,no,0
46,admin.,single,secondary,no,9326,no,yes,105,0,unknown,no,0
42,housemaid,divorced,secondary,no,314,no,no,249,0,unknown,no,0
52,admin.,married,secondary,no,1004,yes,no,144,0,unknown,no,0
37,unknown,married,unknown,no,1699,no,no,63,0,unknown,no,0
57,housemaid,divorced,primary,no,0,no,no,97,0,unknown,no,0
36,management,married,tertiary,no,2823,no,no,411,0,unknown,no,0
42,admin.,married,secondary,no,1030,no,no,148,0,unknown,no,0
56,services,married,secondary,no,4309,yes,no,465,0,unknown,no,0
57,housemaid,married,primary,no,3570,no,no,233,0,unknown,no,0
48,technician,married,secondary,no,5,no,no,65,0,unknown,no,0
52,blue-collar,married,primary,no,2,no,no,70,0,unknown,no,0
51,management,married,secondary,no,0,no,no,224,0,unknown,no,0
26,blue-collar,single,primary,no,535,yes,no,21,0,unknown,no,0
35,blue-collar,married,secondary,no,4,no,no,130,0,unknown,no,0
50,blue-collar,married,primary,no,0,no,no,199,0,unknown,no,0
39,housemaid,divorced,secondary,no,7783,no,no,108,0,unknown,no,0
37,blue-collar,married,secondary,no,427,yes,yes,371,0,unknown,no,0
41,technician,single,secondary,no,0,no,no,229,0,unknown,no,0
58,blue-collar,married,secondary,no,535,no,no,189,0,unknown,no,0
56,management,divorced,primary,no,7496,no,no,164,0,unknown,no,0
57,blue-collar,married,primary,no,831,no,no,166,0,unknown,no,0
46,technician,married,secondary,no,399,yes,no,699,0,unknown,no,0
25,admin.,single,secondary,no,66,yes,no,271,0,unknown,no,0
45,housemaid,married,secondary,no,513,no,no,126,0,unknown,no,0
38,blue-collar,married,secondary,no,1116,no,no,80,0,unknown,no,0
47,retired,married,primary,no,1464,no,no,180,0,unknown,no,0
47,technician,divorced,secondary,no,450,no,no,40,0,unknown,no,0
37,management,married,tertiary,no,1393,no,yes,129,0,unknown,no,0
41,admin.,single,secondary,no,812,no,yes,583,0,unknown,yes,1
47,blue-collar,married,primary,no,4157,no,no,90,0,unknown,no,0
53,retired,single,secondary,no,1846,no,no,95,0,unknown,no,0
49,blue-collar,married,primary,no,238,no,no,204,0,unknown,no,0
60,services,divorced,secondary,no,47,no,no,360,0,unknown,no,0
59,entrepreneur,married,tertiary,no,712,yes,no,109,0,unknown,no,0
38,blue-collar,married,primary,no,3057,yes,no,133,0,unknown,no,0
46,self-employed,married,primary,no,2295,yes,no,138,0,unknown,no,0
38,housemaid,married,secondary,no,634,no,no,105,0,unknown,no,0
50,management,married,unknown,no,8345,no,no,561,0,unknown,no,0
37,self-employed,married,secondary,no,883,no,no,153,0,unknown,no,0
43,management,married,tertiary,no,5523,no,no,78,0,unknown,no,0
60,retired,married,primary,no,6307,yes,no,362,0,unknown,no,0
31,blue-collar,single,secondary,yes,-9,yes,yes,115,0,unknown,no,0
42,self-employed,married,tertiary,no,1202,no,no,40,0,unknown,no,0
46,services,married,secondary,no,379,no,no,886,0,unknown,no,0
59,retired,married,unknown,no,1033,no,no,1199,0,unknown,yes,1
35,services,married,secondary,no,2135,no,no,436,0,unknown,no,0
52,housemaid,married,primary,no,3283,no,no,553,0,unknown,no,0
45,unknown,married,primary,no,44,no,no,81,0,unknown,no,0
41,housemaid,single,primary,no,1179,yes,no,950,0,unknown,no,0
38,blue-collar,married,primary,no,8637,yes,no,119,0,unknown,no,0
44,blue-collar,married,secondary,no,594,no,no,340,0,unknown,no,0
51,technician,married,secondary,no,13089,no,no,247,0,unknown,no,0
45,self-employed,married,primary,no,750,no,no,183,0,unknown,no,0
56,blue-collar,married,secondary,no,0,no,no,142,0,unknown,no,0
57,housemaid,married,primary,no,2234,no,no,201,0,unknown,no,0
36,services,married,secondary,no,24,yes,yes,100,0,unknown,no,0
37,admin.,single,secondary,no,1560,yes,no,203,0,unknown,no,0
41,management,married,tertiary,no,6204,no,yes,148,0,unknown,no,0
42,blue-collar,married,unknown,no,8600,no,no,90,0,unknown,no,0
37,entrepreneur,single,tertiary,no,108,no,no,157,0,unknown,no,0
36,blue-collar,married,secondary,no,219,no,no,47,0,unknown,no,0
46,unknown,married,primary,no,285,no,no,215,0,unknown,no,0
57,management,married,tertiary,no,1571,no,no,230,0,unknown,no,0
35,technician,single,tertiary,no,18,yes,yes,111,0,unknown,no,0
56,housemaid,single,primary,no,1,no,no,83,0,unknown,no,0
57,admin.,married,secondary,no,5888,no,yes,288,0,unknown,no,0
60,management,married,tertiary,no,79,no,no,48,0,unknown,no,0
36,blue-collar,married,primary,no,272,no,no,222,0,unknown,no,0
39,blue-collar,married,unknown,no,2952,yes,no,307,0,unknown,no,0
38,blue-collar,married,secondary,no,2342,no,no,136,0,unknown,no,0
44,services,single,secondary,no,106,no,no,109,0,unknown,no,0
49,unknown,married,primary,no,142,no,no,90,0,unknown,no,0
37,blue-collar,married,secondary,no,1590,no,no,305,0,unknown,no,0
55,blue-collar,divorced,primary,no,215,no,no,202,0,unknown,no,0
35,unemployed,divorced,secondary,no,45,no,no,40,0,unknown,no,0
46,technician,married,tertiary,no,53,no,no,12,0,unknown,no,0
39,management,single,secondary,no,120,no,no,66,0,unknown,no,0
43,services,married,secondary,no,2478,yes,no,157,0,unknown,no,0
49,entrepreneur,married,secondary,yes,-178,no,yes,84,0,unknown,no,0
50,blue-collar,married,primary,no,260,yes,no,237,0,unknown,no,0
39,blue-collar,married,secondary,no,1367,no,no,43,0,unknown,no,0
60,retired,single,secondary,no,1625,no,no,119,0,unknown,no,0
52,management,married,tertiary,no,261,yes,no,437,0,unknown,no,0
48,blue-collar,single,secondary,no,580,yes,no,185,0,unknown,no,0
37,technician,married,secondary,yes,693,no,no,75,0,unknown,no,0
47,housemaid,single,tertiary,no,3727,no,no,993,0,unknown,yes,1
38,services,married,secondary,no,702,yes,no,143,0,unknown,no,0
36,management,married,primary,no,5427,no,no,398,0,unknown,no,0
47,housemaid,divorced,primary,no,1405,no,no,127,0,unknown,no,0
43,blue-collar,single,primary,no,999,yes,no,317,0,unknown,no,0
51,technician,divorced,primary,no,548,no,no,138,0,unknown,no,0
30,management,single,tertiary,no,775,yes,no,124,0,unknown,no,0
36,technician,single,secondary,no,1521,yes,no,243,0,unknown,no,0
37,technician,married,secondary,no,1610,no,no,140,0,unknown,no,0
38,services,married,tertiary,no,1018,no,no,325,0,unknown,no,0
38,blue-collar,married,secondary,no,1627,no,no,1323,0,unknown,yes,1
40,services,married,secondary,no,256,yes,no,95,0,unknown,no,0
43,technician,married,unknown,no,1156,no,no,90,0,unknown,no,0
52,management,married,primary,no,740,no,no,206,0,unknown,no,0
37,management,married,tertiary,no,57,no,no,77,0,unknown,no,0
35,services,married,secondary,no,373,no,yes,162,0,unknown,no,0
60,admin.,married,secondary,no,504,no,no,178,0,unknown,no,0
39,blue-collar,single,primary,no,207,no,yes,35,0,unknown,no,0
38,technician,single,tertiary,no,38,no,no,64,0,unknown,no,0
37,services,married,secondary,no,40,no,no,42,0,unknown,no,0
54,blue-collar,married,secondary,no,853,no,no,24,0,unknown,no,0
40,blue-collar,married,secondary,no,876,no,no,208,0,unknown,no,0
38,blue-collar,married,primary,no,1602,no,no,100,0,unknown,no,0
48,unemployed,single,tertiary,no,3229,no,no,1089,0,unknown,yes,1
36,blue-collar,single,secondary,no,2962,yes,yes,181,0,unknown,no,0
37,housemaid,married,secondary,no,285,no,no,401,0,unknown,no,0
48,unknown,married,unknown,no,3940,no,no,298,0,unknown,no,0
39,services,single,secondary,no,1336,yes,no,358,0,unknown,no,0
43,services,divorced,unknown,no,159,no,no,112,0,unknown,no,0
44,technician,married,secondary,no,0,no,no,78,0,unknown,no,0
52,blue-collar,married,secondary,no,167,no,no,163,0,unknown,no,0
53,entrepreneur,divorced,tertiary,no,196,yes,no,178,0,unknown,no,0
35,blue-collar,married,unknown,no,75,yes,no,169,0,unknown,no,0
37,blue-collar,single,secondary,no,3764,no,no,431,0,unknown,no,0
53,services,single,secondary,no,725,yes,no,227,0,unknown,no,0
38,management,single,tertiary,no,93,yes,yes,394,0,unknown,no,0
41,blue-collar,married,primary,no,389,yes,no,127,0,unknown,no,0
49,entrepreneur,married,tertiary,no,388,yes,no,142,0,unknown,no,0
37,management,married,tertiary,no,0,no,no,637,0,unknown,yes,1
48,blue-collar,single,primary,no,1080,yes,no,112,0,unknown,no,0
40,admin.,married,secondary,no,0,no,no,368,0,unknown,no,0
36,management,married,tertiary,no,0,no,no,222,0,unknown,no,0
50,blue-collar,married,unknown,no,1537,no,no,24,0,unknown,no,0
45,blue-collar,married,primary,no,866,no,no,319,0,unknown,no,0
35,management,single,tertiary,no,1374,no,no,45,0,unknown,no,0
55,technician,married,primary,no,1498,no,yes,345,0,unknown,no,0
54,blue-collar,single,unknown,no,6622,no,no,83,0,unknown,no,0
48,blue-collar,married,primary,no,1670,no,no,145,0,unknown,no,0
42,entrepreneur,married,tertiary,no,1654,no,no,116,0,unknown,no,0
50,admin.,married,secondary,yes,-437,yes,yes,83,0,unknown,no,0
49,services,married,secondary,no,494,no,no,196,0,unknown,no,0
37,services,single,secondary,no,3,no,no,527,0,unknown,no,0
45,retired,divorced,secondary,no,1735,no,yes,306,0,unknown,no,0
44,blue-collar,married,primary,no,-82,no,yes,181,0,unknown,no,0
45,blue-collar,married,primary,no,4696,no,no,99,0,unknown,no,0
60,retired,single,tertiary,no,568,no,no,81,0,unknown,no,0
49,retired,single,primary,no,25824,no,no,94,0,unknown,no,0
38,blue-collar,married,primary,no,6091,no,no,189,0,unknown,no,0
56,blue-collar,married,primary,no,0,no,no,82,0,unknown,no,0
51,blue-collar,married,primary,no,1869,no,no,30,0,unknown,no,0
50,management,single,primary,no,766,no,no,174,0,unknown,no,0
48,management,divorced,tertiary,no,4961,yes,no,64,0,unknown,no,0
58,blue-collar,married,secondary,no,544,no,no,97,0,unknown,no,0
43,entrepreneur,divorced,tertiary,no,1756,no,no,89,0,unknown,no,0
58,retired,divorced,secondary,no,0,no,no,436,0,unknown,no,0
35,technician,married,secondary,no,1255,no,no,445,0,unknown,no,0
36,management,married,secondary,no,1989,no,no,344,0,unknown,no,0
43,self-employed,married,secondary,no,104,no,no,332,0,unknown,no,0
33,self-employed,divorced,secondary,no,969,yes,no,166,0,unknown,no,0
52,housemaid,divorced,secondary,no,334,yes,no,422,0,unknown,no,0
55,services,married,secondary,no,752,no,no,204,0,unknown,no,0
36,entrepreneur,divorced,secondary,no,251,no,no,59,0,unknown,no,0
40,housemaid,married,primary,no,322,no,no,140,0,unknown,no,0
44,blue-collar,single,primary,no,99,no,no,187,0,unknown,no,0
38,blue-collar,married,primary,no,265,no,no,854,0,unknown,no,0
55,self-employed,divorced,secondary,no,148,no,no,847,0,unknown,no,0
28,blue-collar,married,primary,no,0,yes,yes,273,0,unknown,no,0
50,admin.,married,primary,no,276,no,yes,641,0,unknown,no,0
56,blue-collar,married,primary,no,288,no,no,548,0,unknown,no,0
36,blue-collar,married,secondary,no,1409,no,no,235,0,unknown,no,0
52,technician,married,secondary,no,851,no,no,87,0,unknown,no,0
45,unknown,married,unknown,no,1979,no,no,76,0,unknown,no,0
37,admin.,married,secondary,no,10465,no,no,144,0,unknown,no,0
51,technician,married,secondary,no,1123,no,no,54,0,unknown,no,0
55,retired,married,secondary,no,31,no,no,72,0,unknown,no,0
60,retired,married,primary,no,0,no,no,104,0,unknown,no,0
56,blue-collar,married,secondary,no,3760,no,no,243,0,unknown,no,0
44,blue-collar,married,secondary,no,1147,yes,no,23,0,unknown,no,0
37,management,married,tertiary,no,11265,no,no,417,0,unknown,no,0
37,self-employed,single,tertiary,no,2087,no,no,167,0,unknown,no,0
37,technician,married,secondary,no,603,no,no,339,0,unknown,no,0
37,self-employed,married,secondary,no,2235,no,no,94,0,unknown,no,0
37,services,married,unknown,no,-224,no,no,332,0,unknown,no,0
45,management,divorced,tertiary,no,959,no,no,74,0,unknown,no,0
58,housemaid,married,primary,no,1274,no,no,35,0,unknown,no,0
53,blue-collar,divorced,secondary,no,517,yes,no,188,0,unknown,no,0
47,blue-collar,single,unknown,no,2443,no,no,422,0,unknown,no,0
52,management,married,tertiary,no,1147,no,no,43,0,unknown,no,0
41,entrepreneur,married,secondary,no,707,no,no,707,0,unknown,yes,1
54,blue-collar,married,primary,no,45,yes,no,142,0,unknown,no,0
45,technician,married,secondary,no,2571,no,no,146,0,unknown,no,0
49,technician,married,unknown,no,1355,yes,no,300,0,unknown,no,0
33,admin.,single,secondary,no,3160,no,no,719,0,unknown,no,0
50,unemployed,married,secondary,no,193,yes,no,305,0,unknown,no,0
57,housemaid,divorced,primary,no,113,no,no,378,0,unknown,no,0
57,blue-collar,married,primary,no,1236,no,no,152,0,unknown,no,0
59,retired,married,primary,no,1427,no,no,140,0,unknown,no,0
53,entrepreneur,married,primary,no,-257,yes,yes,249,0,unknown,no,0
45,management,married,tertiary,no,-687,yes,yes,92,0,unknown,no,0
54,management,married,tertiary,no,4112,no,no,86,0,unknown,no,0
46,housemaid,married,primary,no,1188,no,no,675,0,unknown,no,0
53,admin.,divorced,secondary,no,-112,no,no,394,0,unknown,no,0
39,services,single,tertiary,no,410,no,no,266,0,unknown,no,0
55,blue-collar,married,secondary,no,2010,no,no,446,0,unknown,no,0
37,entrepreneur,married,tertiary,no,678,no,yes,395,0,unknown,no,0
56,technician,married,tertiary,no,1663,no,no,22,0,unknown,no,0
50,management,married,tertiary,no,4045,no,no,167,0,unknown,no,0
41,unemployed,married,primary,no,2636,no,no,318,0,unknown,no,0
39,blue-collar,divorced,secondary,no,37,no,yes,248,0,unknown,no,0
59,admin.,married,secondary,no,1365,no,no,327,0,unknown,no,0
57,admin.,single,secondary,no,5768,yes,no,512,0,unknown,yes,1
56,admin.,married,secondary,no,6005,yes,no,44,0,unknown,no,0
56,retired,married,secondary,yes,101,no,yes,330,0,unknown,no,0
47,admin.,married,unknown,no,989,no,no,116,0,unknown,no,0
44,technician,married,unknown,no,1127,yes,no,118,0,unknown,no,0
53,retired,married,primary,no,828,yes,no,232,0,unknown,no,0
60,unknown,married,unknown,no,652,no,no,525,0,unknown,no,0
39,entrepreneur,married,tertiary,no,6495,no,no,280,0,unknown,no,0
55,housemaid,married,primary,no,1537,no,no,359,0,unknown,no,0
49,management,married,tertiary,no,3022,no,no,38,0,unknown,no,0
41,housemaid,married,secondary,no,876,no,no,78,0,unknown,no,0
42,services,divorced,secondary,no,241,yes,no,405,0,unknown,no,0
25,student,single,secondary,no,722,yes,no,172,0,unknown,no,0
38,self-employed,divorced,secondary,no,2674,yes,no,163,0,unknown,no,0
26,blue-collar,married,primary,no,-157,yes,no,60,0,unknown,no,0
54,retired,divorced,primary,no,52,no,no,184,0,unknown,no,0
29,technician,married,secondary,no,7836,yes,no,155,0,unknown,no,0
48,technician,married,secondary,no,7,no,no,354,0,unknown,no,0
29,admin.,single,secondary,no,732,yes,no,409,0,unknown,no,0
23,admin.,married,secondary,no,299,yes,no,104,0,unknown,no,0
45,housemaid,married,secondary,no,870,no,yes,258,0,unknown,no,0
27,blue-collar,married,secondary,no,61,yes,no,1012,0,unknown,yes,1
39,blue-collar,married,primary,no,1473,yes,no,112,0,unknown,no,0
25,blue-collar,single,secondary,no,-191,yes,no,958,0,unknown,yes,1
46,entrepreneur,married,tertiary,no,341,no,no,318,0,unknown,no,0
49,blue-collar,married,primary,no,226,yes,no,326,0,unknown,no,0
58,entrepreneur,married,unknown,no,2445,no,no,1403,0,unknown,no,0
50,housemaid,married,primary,no,0,no,no,179,0,unknown,no,0
37,blue-collar,married,secondary,no,1818,yes,no,193,0,unknown,no,0
53,blue-collar,married,secondary,no,208,no,no,333,0,unknown,no,0
43,blue-collar,married,unknown,no,-19,no,yes,241,0,unknown,no,0
50,blue-collar,married,primary,no,-141,yes,no,61,0,unknown,no,0
38,blue-collar,single,secondary,no,3054,no,no,24,0,unknown,no,0
49,blue-collar,divorced,primary,no,912,no,no,170,0,unknown,no,0
56,unemployed,divorced,primary,no,438,no,no,139,0,unknown,no,0
54,blue-collar,married,primary,no,-51,no,no,198,0,unknown,no,0
59,retired,married,primary,no,6955,no,yes,179,0,unknown,no,0
41,entrepreneur,married,tertiary,no,3135,yes,yes,160,0,unknown,no,0
58,technician,married,secondary,no,683,no,no,157,0,unknown,no,0
42,technician,married,secondary,no,297,no,no,65,0,unknown,no,0
45,housemaid,married,primary,no,4994,no,no,48,0,unknown,no,0
42,unemployed,married,secondary,no,0,yes,no,158,0,unknown,no,0
43,management,married,unknown,no,0,no,no,273,0,unknown,no,0
58,retired,married,secondary,no,5523,no,no,141,0,unknown,no,0
44,blue-collar,married,primary,yes,0,no,yes,144,0,unknown,no,0
40,self-employed,divorced,secondary,no,1876,no,yes,269,0,unknown,no,0
37,unemployed,married,secondary,no,1038,no,no,307,0,unknown,no,0
50,admin.,divorced,secondary,no,0,yes,no,174,0,unknown,no,0
57,management,married,tertiary,no,9103,no,yes,1098,0,unknown,yes,1
38,blue-collar,married,secondary,no,1005,no,no,76,0,unknown,no,0
41,technician,married,tertiary,no,0,no,no,95,0,unknown,no,0
47,self-employed,married,primary,no,2559,no,no,374,0,unknown,no,0
57,technician,married,tertiary,no,27069,no,yes,174,0,unknown,no,0
36,blue-collar,single,secondary,no,7123,no,no,26,0,unknown,no,0
51,retired,married,secondary,no,1295,no,yes,288,0,unknown,no,0
36,housemaid,single,primary,no,207,no,no,1478,0,unknown,no,0
47,management,married,tertiary,no,33,yes,yes,14,0,unknown,no,0
34,blue-collar,married,secondary,no,490,yes,no,55,0,unknown,no,0
42,blue-collar,married,primary,no,161,yes,no,365,0,unknown,no,0
39,blue-collar,married,primary,no,12,no,no,210,0,unknown,no,0
47,services,married,secondary,no,505,no,no,152,0,unknown,no,0
34,blue-collar,married,primary,no,0,yes,yes,34,0,unknown,no,0
47,management,married,tertiary,no,2820,no,no,92,0,unknown,no,0
44,management,married,tertiary,no,1286,yes,no,268,0,unknown,no,0
46,management,married,tertiary,no,974,yes,no,652,0,unknown,no,0
41,blue-collar,divorced,primary,no,1498,no,no,10,0,unknown,no,0
42,management,single,tertiary,no,-56,yes,no,126,0,unknown,no,0
37,services,married,secondary,no,1483,no,no,32,0,unknown,no,0
52,retired,divorced,secondary,no,280,no,no,8,0,unknown,no,0
56,entrepreneur,married,unknown,no,0,no,no,39,0,unknown,no,0
33,unknown,married,tertiary,no,0,yes,no,27,0,unknown,no,0
40,admin.,married,secondary,no,-283,no,no,253,0,unknown,no,0
52,entrepreneur,single,unknown,no,0,no,no,9,0,unknown,no,0
49,services,divorced,secondary,no,947,no,no,808,0,unknown,yes,1
38,management,married,tertiary,no,6999,no,no,11,0,unknown,no,0
38,blue-collar,married,secondary,no,-627,yes,yes,176,0,unknown,no,0
57,blue-collar,married,primary,no,1592,no,yes,78,0,unknown,no,0
55,retired,married,secondary,no,241,yes,no,14,0,unknown,no,0
55,management,married,tertiary,no,4777,no,yes,12,0,unknown,no,0
31,services,married,secondary,no,356,yes,no,228,0,unknown,no,0
39,admin.,married,unknown,no,378,no,no,17,0,unknown,no,0
50,entrepreneur,married,primary,yes,537,yes,no,11,0,unknown,no,0
40,admin.,single,secondary,no,142,no,yes,14,0,unknown,no,0
41,entrepreneur,divorced,secondary,no,1588,yes,yes,10,0,unknown,no,0
58,services,married,secondary,no,0,no,no,241,0,unknown,no,0
51,management,married,tertiary,no,1069,no,no,27,0,unknown,no,0
34,blue-collar,married,primary,no,455,yes,no,372,0,unknown,no,0
32,management,single,tertiary,no,1804,yes,no,73,0,unknown,no,0
39,blue-collar,married,secondary,no,281,no,no,78,0,unknown,no,0
49,blue-collar,married,primary,no,4134,no,no,40,0,unknown,no,0
30,admin.,married,secondary,no,-1049,yes,no,160,0,unknown,no,0
58,management,married,tertiary,no,0,no,no,22,0,unknown,no,0
40,blue-collar,married,primary,no,4,no,no,287,0,unknown,no,0
57,retired,married,secondary,no,1794,no,yes,13,0,unknown,no,0
35,management,married,tertiary,no,1256,yes,no,26,0,unknown,no,0
44,blue-collar,married,primary,no,-312,yes,no,22,0,unknown,no,0
